,SrNo,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,VehicleResponsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks,Encoded_VehicleResponsible,Hospital,AccYear,AccMonth,AccDay,HourOfAccident,TimeOfAccAMPM_AM,TimeOfAccAMPM_PM
712,713.0,rearendcollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car in MCW,0,1,0,0,Petrol Vehicle,The injured person shifted to KR Puram Private Hospital,twowheeler,kr puramH,2016.0,10.0,13.0,10,0,1
713,714.0,overspeed,3,2,fourlane,slightcurve,junction,fine,Car over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital,car,MVJH,2014.0,10.0,13.0,3,0,1
714,715.0,skidding,3,2 & 4,fourlane,straight,tjunction,fine,Two wheeler over speed and hit to LCV,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,1.0,13.0,4,0,1
715,716.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,3,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hoskote,twowheeler,hoskoteH,2017.0,1.0,13.0,3,0,1
716,717.0,overspeed,3 & 4,2,fourlane,straight,junction,fine,Bus over speed and hit to Car,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,bus,JalappaH,2017.0,1.0,13.0,6,1,0
717,718.0,overspeed,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,12.0,9.0,3,0,1
718,719.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,twowheeler,,2017.0,12.0,7.0,10,0,1
719,720.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Multi axle over speed and hit to Two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital,twowheeler,,2016.0,12.0,7.0,11,0,1
720,721.0,rearendcollision,3 & 4,2 & 5,fourlane,slightcurve,junction,fine,Bus over speed and Hit to Tow wheeler,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital,bus,snrH,2016.0,12.0,7.0,5,0,1
721,722.0,overspeed,2 & 3,2,fourlane,straight,junction,fine,Bike,0,1,1,0,Ambulance/Petrol Vehicle,shifted to Hospital MVJ Hoskote,twowheeler,hoskoteH,2014.0,12.0,7.0,2,0,1
722,723.0,skidding,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,12.0,6.0,8,0,1
723,724.0,others,2,2,fourlane,slightcurve,junction,fine,Bike,0,1,1,0,Ambulance/Petrol Vehicle,Self accident Drunk & Drive,twowheeler,,2014.0,12.0,6.0,2,0,1
724,725.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,12.0,5.0,11,1,0
725,726.0,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,12.0,5.0,9,1,0
726,727.0,skidding,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler. Negligence Driving.,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2018.0,12.0,4.0,9,1,0
727,728.0,skidding,3,4,fourlane,straight,junction,fine,Self accident Two wheeler over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,12.0,3.0,5,0,1
728,729.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,12.0,2.0,12,0,1
729,730.0,overspeed,2,2,fourlane,straight,junction,fine,Car over speed hit to Hydra,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,car,,2017.0,12.0,2.0,9,1,0
730,731.0,headoncollision,2,3 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,12.0,2.0,11,1,0
731,732.0,headoncollision,1 & 2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Truck,1,1,0,0,Ambulance/Petrol Vehicle,The fatal body and injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,12.0,2.0,9,0,1
732,733.0,overspeed,4,2,fourlane,straight,junction,fine,Truck over speed and hit to LCV,0,0,0,2,Petrol Vehicle,Non injured traffic clear,car,,2016.0,12.0,12.0,1,0,1
733,734.0,skidding,2,2,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2017.0,12.0,11.0,12,0,1
734,735.0,skidding,3,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2016.0,12.0,11.0,10,1,0
735,736.0,overspeed,2 & 3,2 & 3,fourlane,slightcurve,junction,fine,Car over speed,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to SNR Hospital,car,snrH,2014.0,12.0,10.0,6,0,1
736,737.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to Car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,12.0,1.0,5,0,1
737,738.0,rearendcollision,3,5 & 9,fourlane,straight,junction,fine,Mini truck crushed with school bus. Negligent driving of Mini truck driver,0,0,4,0,Ambulance,The injured person shifted to MVJ Hospital,bus,MVJH,2016.0,12.0,1.0,7,1,0
738,739.0,others,2 & 4,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,3,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital,,snrH,2015.0,12.0,1.0,10,0,1
739,740.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,11.0,7.0,10,1,0
740,741.0,overspeed,1 & 3,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2017.0,11.0,6.0,10,0,1
741,742.0,skidding,2,4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,twowheeler,,2017.0,11.0,6.0,4,0,1
742,743.0,overspeed,2,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,,,2017.0,11.0,6.0,12,0,1
743,744.0,others,3,7,fourlane,straight,junction,fine,No Vehicle,0,0,1,0,Ambulance,,,,2015.0,11.0,6.0,9,0,1
744,745.0,overspeed,3,2,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,11.0,4.0,2,0,1
745,746.0,overspeed,2 & 3 & 4,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,0,1,1,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,11.0,4.0,1,0,1
746,747.0,overspeed,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2018.0,11.0,3.0,1,0,1
747,748.0,overspeed,1,2 & 5,fourlane,straight,tjunction,fine,Bus over speed and Hit to Tractor,1,0,0,0,Petrol Vehicle,The injured person shifted to SNR Hospital,bus,snrH,2015.0,11.0,2.0,6,1,0
748,749.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,11.0,12.0,12,0,1
749,750.0,overspeed,1 & 2,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,1,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2014.0,11.0,12.0,1,0,1
750,751.0,overspeed,1 & 4,2,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,1,0,0,1,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,11.0,11.0,8,0,1
751,752.0,headoncollision,2 & 3,9,fourlane,straight,junction,fine,Car over speed and hit to Car. Defects in mechanical condition,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,11.0,11.0,11,0,1
752,753.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital,twowheeler,MVJH,2016.0,11.0,10.0,11,0,1
753,754.0,overspeed,2 & 4,1 & 2,fourlane,straight,junction,fine,Car over speed self accident Drunk & Drive,0,1,0,3,Ambulance/Petrol Vehicle,The Injured Person shifted to Jalappa Hospital,car,JalappaH,2015.0,11.0,10.0,11,1,0
754,755.0,overspeed,3,2,fourlane,straight,junction,fine,Lorry,0,0,2,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital,lorry,MVJH,2014.0,11.0,10.0,8,1,0
755,756.0,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,11.0,1.0,3,0,1
756,757.0,skidding,2,2 & 9,fourlane,straight,junction,fine,Three wheeler over speed self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,,hoskoteH,2017.0,11.0,1.0,1,1,0
757,758.0,skidding,1,9,fourlane,straight,junction,fine,Two wheeler over speed defects in mechanical condition,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,10.0,9.0,1,1,0
758,759.0,others,2 & 3,3,fourlane,slightcurve,junction,fine,Car over speed Puncher out of Control,0,3,1,0,Ambulance,108 ambulance shifted to Jalapa Hospital,car,,2014.0,10.0,9.0,12,0,1
759,760.0,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,10.0,8.0,8,1,0
760,761.0,others,1 & 2,2,fourlane,slightcurve,tjunction,fine,Car,1,1,0,2,Ambulance/Petrol Vehicle,"Car over speed vehicle upset on Carriageway. 1-Fatal, 1-Serious, 2-Non injured. Helping ambulance shifted to SNR Hospital.",car,snrH,2014.0,10.0,8.0,9,0,1
761,762.0,overspeed,1,7,fourlane,straight,junction,fine,Truck over speed and hit to road crossing pedestrian. Fault of road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote,truck,hoskoteH,2016.0,10.0,7.0,1,0,1
762,763.0,others,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Bike. Fault of driver of Motor vehicle,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,10.0,7.0,4,0,1
763,764.0,others,2 & 3,2,fourlane,straight,tjunction,fine,Bike,0,1,1,0,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance Shifted to SNR Hospital,twowheeler,snrH,2014.0,10.0,6.0,1,0,1
764,765.0,rightturncollision,2,2 & 5,fourlane,straight,junction,fine,Van over speed and hit to Two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Bhattarhalli,twowheeler,,2017.0,10.0,5.0,3,0,1
765,766.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Truck,0,0,3,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,10.0,5.0,4,0,1
766,767.0,others,2,2,fourlane,straight,junction,fine,Car,0,1,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening car rammed,car,,2014.0,10.0,5.0,8,1,0
767,768.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to LCV,0,0,3,0,Ambulance,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,10.0,4.0,11,0,1
768,769.0,headoncollision,1,2 & 3,fourlane,straight,junction,fine,Car over speed Driver sleeping vehicle skidding,5,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2016.0,10.0,4.0,4,0,1
769,770.0,others,2,5,fourlane,straight,junction,fine,Car,0,1,0,0,Ambulance/Petrol Vehicle,While crossing road car got upside down self accident,car,,2014.0,10.0,4.0,8,1,0
770,771.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Auto,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital,car,snrH,2016.0,10.0,3.0,6,0,1
771,772.0,overspeed,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2018.0,10.0,2.0,11,1,0
772,773.0,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed hit to bus,0,0,1,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,10.0,2.0,10,0,1
773,774.0,overspeed,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,10.0,12.0,5,1,0
774,775.0,skidding,2 & 3 & 4,2,fourlane,slightcurve,junction,fine,Car over speed vehicle out of control self accident,0,1,1,1,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,10.0,11.0,2,0,1
775,776.0,skidding,4,2,fourlane,straight,junction,lightrain,Two wheeler over speed and skidding due to Rain,0,0,0,1,Petrol Vehicle,There is no injured that person,twowheeler,,2015.0,10.0,11.0,8,0,1
776,777.0,skidding,2,1,fourlane,straight,junction,fine,Self accident Drunk & Drive,0,1,0,0,Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2015.0,10.0,10.0,12,1,0
777,778.0,overspeed,2 & 4,2 & 4,fourlane,slightcurve,staggeredjunction,fine,Over speed of Two wheeler rider,0,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,10.0,1.0,10,1,0
778,779.0,skidding,2,4,fourlane,straight,junction,fine,Self accident vehicle over speed,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,,MVJH,2015.0,1.0,9.0,9,0,1
779,780.0,others,2 & 3,2 & 3,fourlane,straight,junction,fine,Bike over speed and Vehicle out of control,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to Jalapa Hospital,twowheeler,,2014.0,1.0,9.0,9,1,0
780,781.0,others,1,7,fourlane,straight,junction,fine,illegal Median opening Pedestrain cross to road vehicle hit to the person,1,0,0,0,Ambulance,The Fatal person shifted to Jalapa Hospital,,,2014.0,1.0,9.0,9,0,1
781,782.0,skidding,3,2 & 4,fourlane,slightcurve,junction,fine,Two wheeler over speed and hit to Road crossing pedestrian,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital,twowheeler,snrH,2016.0,1.0,8.0,2,0,1
782,783.0,headoncollision,1 & 3,2 & 5 & 9,fourlane,straight,junction,fine,Multi axle over speed and hit to LCV,1,0,1,0,Ambulance/Petrol Vehicle,The fatal and injured person shifted to SNR Hospital,car,snrH,2016.0,1.0,8.0,10,0,1
783,784.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to car. Fault of driver Truck,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital,car,MVJH,2016.0,1.0,8.0,12,1,0
784,785.0,skidding,1 & 2,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,1,3,0,0,Ambulance/Petrol Vehicle,The fatal body & injured persons shifted to Private Hospital Hoskote,car,hoskoteH,2017.0,1.0,7.0,1,0,1
785,786.0,others,2,2,fourlane,straight,tjunction,fine,Car,0,2,0,0,Ambulance/Petrol Vehicle,Shifted to Hospital KR Puram,car,kr puramH,2014.0,1.0,7.0,5,1,0
786,787.0,overspeed,3,2,fourlane,straight,junction,fine,Car Hit to Car,0,0,3,0,Ambulance/Petrol Vehicle,shifted to Hospital MVJ Hoskote,car,hoskoteH,2014.0,1.0,7.0,10,1,0
787,788.0,skidding,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to another Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,1.0,6.0,8,0,1
788,789.0,skidding,1,2 & 3,fourlane,straight,junction,fine,Vehicle over speed and Out of Control,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2015.0,1.0,5.0,12,0,1
789,790.0,others,2,5,fourlane,slightcurve,junction,fine,Vehicle out of control skidding in the main carriageway,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,1.0,5.0,4,1,0
790,791.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2018.0,1.0,4.0,5,0,1
791,792.0,skidding,3,2,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,"There is no injured, traffic cleared immediately.",car,,2017.0,1.0,4.0,8,0,1
792,793.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Truck over speed hit to LCV due to Negligence driving,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2017.0,1.0,4.0,3,1,0
793,794.0,headoncollision,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed hit to Tractor,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,1.0,4.0,3,0,1
794,795.0,skidding,1,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,1.0,4.0,12,0,1
795,796.0,skidding,4,2,fourlane,straight,junction,fine,LCV self accident,0,0,0,3,Petrol Vehicle,Inform to Kolar rural Police station,car,,2017.0,1.0,3.0,12,0,1
796,797.0,headoncollision,2,2 & 5,fourlane,slightcurve,junction,fine,Rash driving of Two wheeler and hit to Jeep,0,2,0,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,1.0,3.0,7,0,1
797,798.0,others,1,1 & 2,fourlane,slightcurve,tjunction,fine,Self Accident Driver Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The Fatal body shifted to MVJ Hospital,,MVJH,2015.0,1.0,2.0,2,1,0
798,799.0,skidding,3,2 & 3,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,Minor injured Vehicle shifted to Kolar Traffic police station,twowheeler,,2017.0,1.0,12.0,11,1,0
799,800.0,skidding,3,9,fourlane,straight,junction,fine,LCV over speed self accident due to defect in mechanical condition,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,1.0,12.0,10,0,1
800,801.0,headoncollision,4,4,fourlane,straight,junction,fine,Bike over speed and overturn to bus,0,0,0,1,Ambulance/Petrol Vehicle,There is no injured,twowheeler,,2015.0,1.0,11.0,6,0,1
801,802.0,headoncollision,2 & 4,2 & 5,fourlane,straight,junction,fine,Truck over speed and Hit to Truck and back side LCV also,0,3,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,1.0,11.0,12,1,0
802,803.0,headoncollision,2,3 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,1.0,10.0,5,1,0
803,804.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2018.0,1.0,1.0,3,0,1
804,805.0,headoncollision,1,2 & 9,fourlane,straight,junction,fine,Car over speed and hit to Truck due to Defects in Mechanical condition,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2017.0,1.0,1.0,6,1,0
805,806.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to LCV,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,1.0,1.0,12,0,1
806,,,,,fourlane,straight,junction,fine,Total,250,555,580,264,,,,,,,,,0,0
